SMILEScsa,VoltageCSA
N#Cc(c1)ccc(c1c23)c(C#N)c(C#N)c3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.813069812
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c(C#N)c2C#N)c=1c(c23)ccc(C#N)c3C#N,3.757025213
c1cc(C#N)cc(c(C#N)c2C#N)c1c(c23)=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.862082986
c1cc(C#N)cc(c1c23)c(C#N)c(C#N)c3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.809347292
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c(C#N)c2C#N)c=1c(c23)cccc3C#N,3.854224333
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c(C#N)c2C#N)c1c(c23)cccc3C#N,3.798593347
c1cccc(c(C#N)c2C#N)c1c(c23)=C(C#N)/C(=N\S(=O)(=O)C)C(\C=3C#N)=N/S(=O)(=O)C,3.917507165
N#Cc1c(C#N)c(C#N)cc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.636250135
N#Cc1c(C#N)cc(C#N)c(c12)cc(C#N)c=3c2=CC(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.632941229
N#Cc1c(C#N)ccc2cc(C#N)c(c=3c12)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.733242449
N#Cc1c(C#N)ccc2cc(C#N)c(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.706150779
N#Cc1cc(C#N)c(C#N)c(c12)cc(C#N)c=3c2=CC(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.654242312
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)c(C#N)cc3cc(C#N)cc2C#N,3.75226866
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)c(C#N)cc3cc(C#N)cc2C#N,3.72827909
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c2c1c(C#N)cc(c23)c(C#N)ccc3C#N,3.760540925
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)c(C#N)cc3c(C#N)ccc2C#N,3.724970183
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(c1c23)c(C#N)cc3cccc2C#N,3.792595955
N#Cc1c(C#N)c(C#N)cc(c12)c=3c(c(C#N)c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.700567
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)cc(C#N)c(C#N)c3,3.764883865
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)cc(C#N)c(C#N)c3,3.770674451
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)c(C#N)cc(C#N)c3,3.783496462
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)c(C#N)cc(C#N)c3,3.754957146
CS(=O)(=O)\N=C(\C=1C#N)C(=N\S(=O)(=O)C)\C(C#N)=c(c12)c3c(cc2C#N)ccc(C#N)c3,3.857740046
c1cc(C#N)c(C#N)c(cc2C#N)c1c(c23)=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.767779158
c1cc(C#N)c(C#N)c(c1c23)cc(C#N)c3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.762195379
CS(=O)(=O)\N=C(\C=1C#N)C(=N\S(=O)(=O)C)\C(C#N)=c(c12)c3c(cc2C#N)cc(C#N)cc3,3.866632732
CS(=O)(=O)\N=C(\C=1C#N)C(=N\S(=O)(=O)C)\C(C#N)=c(c12)c3c(cc2C#N)c(C#N)ccc3,3.873043738
N#Cc1c(C#N)c(C#N)cc(c12)c(C#N)cc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.661273738
N#Cc1cc(C#N)c(C#N)c(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.638731814
N#Cc1c(C#N)ccc(c12)c(C#N)cc3c2=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.795491248
N#Cc1c(C#N)ccc2c(C#N)cc(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.735724129
N#Cc1c(C#N)cc(C#N)c(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.652174246
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c2c1cc(C#N)c(c23)cc(C#N)cc3C#N,3.808726873
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)cc(C#N)c3cc(C#N)cc2C#N,3.737378582
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)c(C#N)ccc3C#N,3.796938894
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(cc2C#N)c1c(c23)c(C#N)ccc3C#N,3.717731951
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(c1c23)cc(C#N)c3cccc2C#N,3.865805505
N#Cc1c(C#N)c(C#N)cc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.734069676
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)cc(C#N)c(C#N)c3,3.833543669
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2cc(C#N)c(c3c12)cc(C#N)c(C#N)c3,3.77749907
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)cc(C#N)cc3C#N,3.837059382
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(cc2C#N)c1c(c23)cc(C#N)cc3C#N,3.761781765
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2cc(C#N)c(c3c12)ccc(C#N)c3,3.910475739
N#Cc1c(C#N)ccc(c12)c=3c(cc2C#N)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.80459074
N#Cc1c(C#N)ccc(c12)c3c(cc2C#N)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.77377655
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2cc(C#N)c(c3c12)cc(C#N)cc3,3.924952204
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c1c(c23)cccc3C#N,3.90737364
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)ccc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.605642752
N#Cc1c(C#N)c(C#N)cc2ccc(c=3c12)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.712148172
N#Cc1c(C#N)c(C#N)cc2ccc(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.689399441
N#Cc1c(C#N)cc(C#N)c(c12)ccc3c2=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.709459685
N#Cc1c(C#N)cc(C#N)c2ccc(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.629011902
N#Cc1c(C#N)ccc2ccc(c3c12)=C(C#N)/C(=N/S(=O)(=O)C)C(\C=3C#N)=N\S(=O)(=O)C,3.757852439
N#Cc1cc(C#N)c(C#N)c(c12)ccc3c2=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.729726736
N#Cc1cc(C#N)c(C#N)c2ccc(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.691674314
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(c1c23)ccc3cc(C#N)cc2C#N,3.804797546
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(c1c23)ccc3c(C#N)ccc2C#N,3.802522673
N#Cc1c(C#N)c(C#N)cc(c12)c=3c(cc2)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.782876043
N#Cc(c1)c(C#N)c(C#N)c(c1c23)ccc3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.718972791
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)cc(C#N)c(C#N)c3,3.839747869
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)c(C#N)cc(C#N)c3,3.842643162
c1cc(C#N)c(C#N)c(c1c23)ccc3=C(C#N)/C(=N/S(=O)(=O)C)C(\C=2C#N)=N\S(=O)(=O)C,3.865185085
N#Cc1cccc(c12)c(C#N)c(C#N)c=3c2=CC(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.606056365
c1cc(C#N)cc(c12)c=3c(c(C#N)c2C#N)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.665203064
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c(C#N)c2C#N)c=1c(c23)ccc(C#N)c3,3.67037323
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c(C#N)c2C#N)c=1c(c23)cccc3C#N,3.65134702
c1cccc(c(C#N)c2C#N)c1c(c23)=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.741721521
c1cccc(c1c23)c(C#N)c(C#N)c3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.684229275
N#Cc1c(C#N)ccc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.501412206
N#Cc1cc(C#N)cc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.558077225
N#Cc1ccc(C#N)c(c12)cc(C#N)c=3c2=CC(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.515681864
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)c(C#N)cc3cccc2C#N,3.616810311
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)c(C#N)cc3cccc2C#N,3.588064188
N#Cc(c1)c(C#N)cc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.607917625
N#Cc1cc(C#N)cc(c12)c=3c(c(C#N)c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.59344116
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)ccc(C#N)c3,3.64514282
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)ccc(C#N)c3,3.62239409
N#Cc1c(C#N)ccc(c12)c=3c(c(C#N)c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.598611326
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)cc(C#N)cc3,3.657137605
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)cc(C#N)cc3,3.627357449
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)c(C#N)ccc3,3.656103572
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)c(C#N)ccc3,3.630045936
CS(=O)(=O)\N=C(\C=1C#N)C(=N\S(=O)(=O)C)\C(C#N)=c(c12)c3c(cc2C#N)cccc3,3.722488504
N#Cc1c(C#N)ccc(c12)c(C#N)cc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.529951522
N#Cc1cc(C#N)cc(c12)c(C#N)cc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.584134862
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2C#N)c=1c(c23)c(C#N)ccc3C#N,3.527056229
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c2c1cc(C#N)c(c23)cccc3C#N,3.688365408
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)cc(C#N)c3cccc2C#N,3.615362664
N#Cc(c1)c(C#N)cc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.62549619
N#Cc1cc(C#N)cc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.609778885
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)cc(C#N)cc3,3.714423045
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2cc(C#N)c(c3c12)ccc(C#N)c3,3.652381053
N#Cc1c(C#N)ccc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.612260565
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)ccc(C#N)c3,3.718972791
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2cc(C#N)c(c3c12)cc(C#N)cc3,3.660653318
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)cccc3C#N,3.69560364
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(cc2C#N)c1c(c23)cccc3C#N,3.652587859
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2cc(C#N)c(c3c12)cccc3,3.794250408
N#Cc1c(C#N)c(C#N)cc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.480938348
N#Cc1c(C#N)cc(C#N)c(c12)ccc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.464393817
N#Cc1c(C#N)ccc2ccc(c=3c12)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.588684608
N#Cc1c(C#N)ccc2ccc(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,3.551666219
N#Cc1cc(C#N)c(C#N)c(c12)ccc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.476388602
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc3cc(C#N)cc2C#N,3.600679393
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)ccc3cc(C#N)cc2C#N,3.574414949
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c2c1ccc(c23)c(C#N)ccc3C#N,3.603574686
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)ccc3c(C#N)ccc2C#N,3.558284032
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c(c1c23)ccc3cccc2C#N,3.675750203
N#Cc1c(C#N)c(C#N)cc(c12)c=3c(cc2)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.551666219
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc2cc(C#N)c(C#N)c3,3.646797273
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)cc(C#N)c(C#N)c3,3.606263172
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2)c=1c(c23)cc(C#N)cc3C#N,3.647210887
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)c(C#N)cc(C#N)c3,3.601920233
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)ccc(C#N)c3,3.710493719
N#Cc1c(C#N)ccc(c12)c=3c(cc2)=C(C#N)/C(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.651760633
c1cc(C#N)c(C#N)c(c1c23)ccc3=CC(=N\S(=O)(=O)C)\C(\C=2C#N)=N\S(=O)(=O)C,3.591373094
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)cc(C#N)cc3,3.726004217
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)c(C#N)ccc3,3.715663885
c1cccc(c12)c=3c(c(C#N)c2C#N)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.528297069
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(C#N)cc3cccc2C#N,3.420550809
N#Cc(c1)ccc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.460464491
c1cc(C#N)cc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.467082303
N#Cc1cccc(c12)c=3c(c(C#N)c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.465634657
CS(=O)(=O)\N=C(\C=1C#N)/C(=N/S(=O)(=O)C)C=c(c12)c3c(cc2C#N)cccc3,3.526435809
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2c(C#N)cc(c3c12)cccc3,3.488383387
N#Cc1cccc(c12)c(C#N)cc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.456741971
c1cc(C#N)cc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.491692293
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2C#N)c=1c(c23)ccc(C#N)c3,3.503480272
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2C#N)c=1c(c23)cccc3C#N,3.490451454
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2C#N)c=1c(c23)cccc3,3.584962088
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2cc(C#N)c(c3c12)cccc3,3.530778748
N#Cc1c(C#N)ccc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.333898827
N#Cc1cc(C#N)cc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.396354432
N#Cc1ccc(C#N)c(c12)ccc=3c2=CC(=N/S(=O)(=O)C)\C(C3)=N/S(=O)(=O)C,3.324178915
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc3cccc2C#N,3.470598016
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c1c23)ccc3cccc2C#N,3.433372821
N#Cc(c1)c(C#N)cc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.445160799
N#Cc1cc(C#N)cc(c12)c=3c(cc2)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.427789042
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc2ccc(C#N)c3,3.51712951
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)ccc(C#N)c3,3.455707938
N#Cc1c(C#N)ccc(c12)c=3c(cc2)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.427375428
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc2cc(C#N)cc3,3.511752538
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)cc(C#N)cc3,3.492726327
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(cc2)c=1c(c23)cccc3C#N,3.516302284
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)c(C#N)ccc3,3.475147762
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)cccc3,3.583100828
c1cccc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.330796728
c1cccc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.375053348
N#Cc1cccc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.264204989
N#Cc(c1)ccc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.302257411
c1cc(C#N)cc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.315906649
N#Cc1cccc(c12)c=3c(cc2)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.310736483
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc2cccc3,3.36202453
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c12)cccc3,3.334519247
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)c3c(c(C#N)c2C#N)=C(C#N)/C(=N/S(=O)(=O)C)C(\C=3C#N)=N\S(=O)(=O)C,4.331120445
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.304118671
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(F)=c2c=1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.290676239
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)c(F)c2cc(F)c(F)c3F,3.320870009
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1c(F)c(F)c(c23)c(F)cc(F)c3F,3.309288837
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1c(F)c(F)c(c23)c(F)c(F)cc3F,3.305566317
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c(F)c2F)c=1c(c23)cc(F)c(F)c3F,3.333071601
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)cc2c(F)c(F)c(F)c3F,3.331830761
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1cc(F)c(c23)c(F)c(F)c(F)c3F,3.279301874
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.304118671
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)c(F)c(c23)cc(F)c(F)c3F,3.267927509
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(F)c(F)c2cc(F)c(F)c3F,3.269581962
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)c(F)c(c23)c(F)cc(F)c3F,3.266686669
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(F)=c2c=1c(F)c(F)c(c23)c(F)cc(F)c3F,3.273511288
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)c(F)c2ccc(F)c3F,3.290262626
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(F)=c(c(F)c2F)c=1c(c23)c(F)cc(F)c3F,3.274338515
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c(F)c2F)c=1c(c23)c(F)cc(F)c3F,3.267100282
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)c(F)c2cc(F)cc3F,3.279301874
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1c(F)c(F)c(c23)c(F)ccc3F,3.278474648
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(F)=c(c(F)c2F)c=1c(c23)cc(F)c(F)c3F,3.36450621
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c(F)c2F)c=1c(c23)cc(F)c(F)c3F,3.303705058
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=12)c(F)c(F)c3c2cc(F)c(F)c3,3.315493036
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c(F)c2F)c=1c(c23)cc(F)cc3F,3.303911864
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c(F)c2F)c=1c(c23)ccc(F)c3F,3.311356903
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)c(F)c(F)c3F,3.318181522
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(F)cc2c(F)c(F)c(F)c3F,3.293985146
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)cc3cc(F)c(F)c2F,3.31466581
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)cc2c(F)cc(F)c3F,3.333278407
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)c(F)cc2c(F)c(F)cc3F,3.31156371
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=12)c(F)cc3c2cc(F)c(F)c3F,3.3361737
