SMILEScsa,VoltageCSA
Cc1c(C)c(C)cc(c12)/C(=N\S(=O)(=O)C)c3c(c(C)ccc3)C\2=N\S(=O)(=O)C,2.187569622
c1cc(C)c(C)c(c1c23)ccc3C=C(C)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,2.655986661
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c(F)c2F)c=1c(c23)cc(F)cc3F,3.287367333
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C#N)=c(c=1c23)ccc2cc(C#N)cc3,3.511752538
CS(=O)(=O)/N=C1\C(C)=C(C)/C(=N\S(=O)(=O)C)c(c(C)c2C)c1c(c23)cc(C)cc3C,2.230999016
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cccc3C#N,3.431925174
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c2)c1cc(c23)ccc(N)c3N,2.245061868
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1cc(F)c(c23)c(F)ccc3F,3.229668281
N#Cc1c(C#N)c(C#N)c(C#N)c2ccc(c3c12)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.4389566
CS(=O)(=O)\N=C\1C(Cl)=CC(=N/S(=O)(=O)C)\c(c12)c(Cl)c(Cl)c3c2cccc3,2.847696416
COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cc(OC)cc3OC,2.370800305
CS(=O)(=O)/N=C(\C=1C)C(=N/S(=O)(=O)C)\C(C)=c(c(C)c2C)c1c(c23)cccc3C,2.724853272
COc1c(OC)cc(OC)c(c12)c(OC)c(OC)c3c2/C(=N/S(=O)(=O)C)/C(C(=C3)OC)=N/S(=O)(=O)C,2.650816495
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(F)=c(c2F)c=1c(F)c(c23)cc(F)c(F)c3F,3.507202791
c1cc(C)c(C)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c3cccc2C,2.337090822
Cc1c(C)cc(C)c(c12)c3c(cc2C)=CC(=N\S(=O)(=O)C)\C(\C=3C)=N\S(=O)(=O)C,2.826395333
CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c1c23)c(OC)cc2cc(OC)cc3OC,2.325096037
CS(=O)(=O)\N=C(C1N)\C(=N\S(=O)(=O)C)C(N)=c(c=12)c(N)cc(N)c2N,2.351774094
COC1C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)C(OC)=c2ccc(c3c=12)ccc(c3)OC,2.94841125
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)c(N)c(N)c(N)c3N,2.159237112
COc1cccc2/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c3c12)cccc3OC,2.481648664
CS(=O)(=O)/N=C1\C(C)=C(C)/C(=N\S(=O)(=O)C)c(c1c23)c(C)cc3c(C)ccc2C,2.429326584
COc1ccc(OC)c(c12)c(OC)c(OC)c3c2/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.35880552
CS(=O)(=O)/N=C(\C(C)=C1)C(=N/S(=O)(=O)C)\c(cc2C)c1c(c23)c(C)ccc3C,2.707481515
Nc1cc(N)c(N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(N)cc3N,1.992344153
COc1cccc(c12)C=C(OC)C(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.438219269
COc1cc(OC)cc(c12)C=C(OC)C(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.35756468
Cc1c(C)c(C)c(C)c(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)c(C)c(C)cc3C,2.082511848
CS(=O)(=O)\N=C(C1Cl)\C(=N\S(=O)(=O)C)C(Cl)=c(c=12)ccc(Cl)c2Cl,3.271029609
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(OC)c(c2OC)c1c(OC)c(c23)ccc(OC)c3OC,2.368939045
CS(=O)(=O)\N=C(C1N)\C(=N/S(=O)(=O)C)C(N)=c(cc2N)c=1c(c23)cc(N)c(N)c3N,2.464897326
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c2c1cc(Cl)c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.92628294
COc1cccc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cc(cc3)OC,2.347844768
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C(OC)=C(OC)c(c12)cc(OC)c(c2)OC,2.400166848
COc1c(OC)c(OC)cc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cccc3,2.30338134
N#Cc1c(C#N)c(C#N)cc(c12)c(C#N)c3c(c2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.608744852
COc1c(OC)ccc2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C(OC)=C3OC,2.670669933
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)ccc(N)c3N,2.062244798
COc1c(OC)ccc(c2OC)c1cc(c23)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.377418117
CS(=O)(=O)\N=C(C1F)\C(=N/S(=O)(=O)C)C(F)=c(c=1c23)ccc2c(F)c(F)cc3F,3.23277038
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)cc(F)c2cc(F)c(F)c3F,3.039612978
Cc1c(C)ccc2cc(C)c(c3c12)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.395617101
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c1c23)c(C#N)c(C#N)c3cccc2C#N,3.563247391
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(N)c(N)c(c3)N,2.337918049
CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c12)c(OC)c(OC)c3c2ccc(c3)OC,2.423535998
N#Cc1cc(C#N)cc(c12)/C(=N\S(=O)(=O)C)c3c(c(C#N)ccc3)C\2=N\S(=O)(=O)C,2.943241084
CS(=O)(=O)N=C1C(OC)=C(OC)C(=NS(=O)(=O)C)C(OC)=C1OC,2.90167295
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=C(C)c(cc2C)c1c(c23)cc(C)cc3C,2.479373791
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c(C)c2C)c1c(c23)c(C)ccc3C,2.554651408
COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cccc3OC,2.612764073
c1c(Cl)c(Cl)c(Cl)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(Cl)cc3Cl,2.772832413
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(Cl)=c(c=1c23)c(Cl)cc2cc(Cl)cc3Cl,3.260689277
COc(c1)ccc(c2OC)c1c(OC)c(c23)C=C(OC)C(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.493850255
Nc1c(N)ccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3,2.352187707
COc(c1)c(OC)cc(c2)c1cc(c23)C(OC)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.471515138
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)cc(OC)c3OC,2.543483849
Cc1c(C)c(C)c(C)c2cc(C)c(c3c12)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.323441584
Cc1c(C)c(C)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3,2.470067492
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)c(N)cc3N,2.313101252
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\c(cccc2)c2c(c13)cccc3N,2.422501965
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c2c1cc(N)c(c23)c(N)ccc3N,2.292834201
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cccc3N,2.403268947
COc1c(OC)c(OC)c(OC)c(c12)C=CC(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.422501965
Cc(c1)c(C)cc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)C=C(C)/C3=N\S(=O)(=O)C,2.425397258
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(cc2N)c1c(c23)ccc(N)c3N,2.247750354
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)cc(N)cc3N,1.96856139
Cc1cc(C)c(C)c(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.486405216
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)ccc3Cl,2.824947686
N#Cc1c(C#N)c(C#N)cc(c12)c3c(c(C#N)cc(C#N)c3)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,3.388082167
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c=12)cc(N)c(c3)N,2.769109893
Cc1c(C)c(C)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)c(C)c(C)cc3,2.270499084
N#Cc(c1)cc(C#N)c(c1c23)ccc2/C(=N/S(=O)(=O)C)C=C(C#N)/C3=N\S(=O)(=O)C,3.301636991
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c(N)c2N)c1c(c23)ccc(N)c3N,2.274221604
c1cc(C#N)cc(c12)c=3c(cc2C#N)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.491692293
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(N)cc3,2.379899797
Cc1cc(C)c(C)c2ccc(c3c12)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.479787404
CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c1c23)c(OC)c(OC)c2cccc3OC,2.397685168
CS(=O)(=O)/N=C\1c(cc(N)cc2)c2C(=N\S(=O)(=O)C)\c(c13)ccc(N)c3N,2.07444639
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c1c23)ccc2c(N)c(N)cc3N,2.581743077
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c(C)c2C)c1c(c23)c(C)c(C)cc3C,2.450214054
CS(=O)(=O)/N=C1\C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)c(c2C#N)c1cc(c23)cccc3C#N,3.507823211
COc1c(OC)cc(OC)c2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.472549172
Nc1cc(N)c(N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cccc3N,2.14579468
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c(cc2N)c1c(c23)cc(N)cc3N,2.180745002
Cc1c(C)cc(C)c(c12)C=CC(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.451041281
N#Cc1c(C#N)cc(C#N)c2ccc(c3c12)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.761368152
CS(=O)(=O)\N=C(C1Cl)\C(=N/S(=O)(=O)C)C(Cl)=c2ccc(c3c=12)c(Cl)ccc3,3.269581962
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(Cl)c(c1c23)ccc3cc(Cl)c(Cl)c2Cl,2.900845723
COc1c(OC)ccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3OC,2.392721808
N#Cc(c1)ccc(cc2C#N)c1c(c23)/C(=N/S(=O)(=O)C)C=C(C#N)/C3=N\S(=O)(=O)C,3.274752128
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2N)c=1c(c23)ccc(N)c3N,2.774486866
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c2c1cc(N)c(c23)c(N)c(N)c(N)c3N,2.087268401
COc1c(OC)c(OC)cc(c12)/C(=N/S(=O)(=O)C)C=C(OC)C\2=N/S(=O)(=O)C,2.405130207
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)c(N)c(N)c(N)c3N,2.15199888
Nc1cc(N)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cc(N)c(c3)N,2.230378596
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c=1c23)ccc2c(F)ccc3F,3.201335771
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)cc(N)c3N,2.350533254
COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,2.314135285
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\c(cc(N)c(c2)N)c2c(c13)cc(N)c(N)c3N,2.09471344
Cc1c(C)cc(C)c(c12)cc=3c(c2C)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.232977187
Clc1cccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)ccc(Cl)c3,2.665706573
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c(c=12)c3c(cc2F)c(F)c(F)cc3,3.351063778
CS(=O)(=O)\N=C\1C=C(F)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(F)c(F)c3,2.839217344
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c2C#N)c1c(C#N)c(c23)cc(C#N)cc3C#N,3.771501677
CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)c(OC)c(OC)c3OC,2.38031341
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c2N)c=1c(N)c(c23)c(N)ccc3N,3.016657441
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c12)cc3c(c2N)ccc(c3)N,2.173713577
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2OC)c1c(c23)cc(OC)cc3OC,2.825361299
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(OC)=C(OC)c(c12)cc3c(c2)cc(OC)c(c3)OC,2.542863429
Cc(c1)c(C)c(C)c(cc2C)c1c(c23)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.416504572
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)c(N)cc3c2cc(N)cc3N,2.234721536
c1cc(C)cc(cc2C)c1c(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.646473556
Nc1c(N)c(N)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3N,2.218590618
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2N)cc(N)c(c3)N,2.135247542
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1ccc(c23)c(N)c(N)c(N)c3N,2.665086153
N#Cc(c1)c(C#N)cc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cccc3,2.922767227
Cc1cccc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.459520353
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cc(N)cc3N,2.181365422
CS(=O)(=O)\N=C(C(F)=C1)\C(=N/S(=O)(=O)C)\c2c1cc(F)c(c23)c(F)c(F)cc3F,2.915115381
Nc1c(N)c(N)c(N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2ccc(N)c3N,2.051490852
COc1c(OC)c(OC)cc(C\2=N/S(=O)(=O)C)c1/C(=N\S(=O)(=O)C)c(c23)c(OC)cc(OC)c3OC,2.164200471
CS(=O)(=O)\N=C\1C=C(Cl)C(=N/S(=O)(=O)C)\c(cc2Cl)c1c(c23)ccc(Cl)c3Cl,2.895055137
N#Cc(c1)ccc(c(C#N)c2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.560972518
Cc1c(C)cc(C)c(c12)cc3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.507499494
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc3c(c2)cc(F)c(F)c3,2.755253848
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(N)c(N)c2cc(N)c(N)c3N,2.386103996
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc(F)cc2F,2.654125401
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)cc(C#N)c3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.770054031
CS(=O)(=O)/N=C(\C=1C)C(=N/S(=O)(=O)C)\C(C)=c2cc(C)c(c3c12)cc(C)cc3,2.82039794
N#Cc(c1)c(C#N)c(C#N)c(cc2C#N)c1c(c23)C(=N\S(=O)(=O)C)\C(C#N)=C(C#N)/C3=N\S(=O)(=O)C,3.744823621
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2Cl)c1cc(c23)c(Cl)ccc3,2.847282803
COc1ccc(OC)c(c12)c(OC)cc3c2C(OC)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.63696045
Cc1c(C)c(C)cc2c1/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c23)c(C)c(C)cc3C,2.181158616
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c3c(cc2C#N)c(C#N)ccc3,3.666857518
c1cccc(c2C)c1c(C)c(c23)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,2.46034758
COc1c(OC)c(OC)c(OC)c(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cc(OC)c(c3)OC,2.156135012
COc(cc1)cc2c1c(OC)c(OC)c(c23)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.460968
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)cc(F)cc3F,3.029479453
CS(=O)(=O)\N=C\1C(Cl)=C(Cl)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,2.815020967
COc1c(OC)ccc2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.765800987
COc1c(OC)c(OC)c(OC)c(c12)c(OC)c(OC)c3c2/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,2.43201507
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)ccc(N)c3N,2.167095764
COc(c1)c(OC)cc(c12)C(=NS(=O)(=O)C)c3c(C2=NS(=O)(=O)C)cc(OC)c(c3)OC,2.221485911
COc1ccc(OC)c(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cc(OC)c(c3)OC,2.241546155
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cc(Cl)c(Cl)c3Cl,2.833426758
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cc(N)c(N)c3N,2.208250286
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c(c12)cc3c(c2F)ccc(F)c3F,2.746361163
CS(=O)(=O)\N=C(\C1Cl)/C(=N/S(=O)(=O)C)C=c2c=1cc(Cl)c(c23)c(Cl)cc(Cl)c3Cl,3.292537499
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)c(N)ccc3N,2.050043206
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c(N)c2N)c1c(c23)ccc(N)c3N,2.205768606
N#Cc(c1)ccc(c1c23)c(C#N)cc2C(=N\S(=O)(=O)C)\C(C#N)=CC\3=N/S(=O)(=O)C,3.364092597
CS(=O)(=O)\N=C\1C=C(F)C(=N/S(=O)(=O)C)\c(c12)c(F)cc3c2cc(F)c(F)c3F,2.871065567
c1cccc2cc(C#N)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.330796728
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c2cc(N)c(c3c12)cc(N)c(c3)N,2.19873718
CS(=O)(=O)\N=C(C1N)\C(=N/S(=O)(=O)C)C(N)=c2cc(N)c(c3c=12)cc(N)c(c3)N,2.449800441
c1cc(C)cc(c2C)c1cc(c23)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.352394514
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c1c23)ccc2c(Cl)ccc3Cl,2.860932041
N#Cc1c(C#N)ccc2cc(C#N)c(c3c12)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.781428396
N#Cc1cccc2c(C#N)cc(c3c12)C(=N\S(=O)(=O)C)\C(C#N)=CC\3=N/S(=O)(=O)C,3.272270448
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c1c23)cc(N)c2cc(N)c(N)c3N,2.328404943
COC1/C(=N\S(=O)(=O)C)/C(=N\S(=O)(=O)C)C=c2c(OC)cc(c3c=12)cccc3,3.017071055
COc1cc(OC)c(OC)c2ccc(c3c12)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.656193468
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)c3c(cc2N)c(N)ccc3,2.748015616
CS(=O)(=O)/N=C\1c(cc(F)cc2)c2C(=N\S(=O)(=O)C)\c(c13)c(F)ccc3F,2.553203761
Cc1c(C)c(C)cc(c12)c3c(cc(C)cc3)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,2.380520217
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(OC)c2ccc(c3c12)cccc3,2.633858351
CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c(cc2F)c1c(c23)cc(F)cc3F,2.904361436
CS(=O)(=O)\N=C\1C(Cl)=CC(=N/S(=O)(=O)C)\c2cc(Cl)c(c3c12)cc(Cl)c(Cl)c3,2.9250421
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)cc3c(c2)cccc3,2.368939045
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2N)ccc(c3)N,2.128422923
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c(OC)c2OC)c1c(c23)c(OC)cc(OC)c3OC,2.475444464
COc1ccc(OC)c2ccc(c3c12)C(OC)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.48805967
CS(=O)(=O)/N=C\1c(ccc(Cl)c2)c2C(=N\S(=O)(=O)C)\c(c13)cccc3Cl,2.496538742
Clc1c(Cl)cc(Cl)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(Cl)cc3,2.666120187
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)ccc(N)c3N,2.088302434
Cc1cc(C)cc(c2C)c1cc(c23)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.448145988
CS(=O)(=O)\N=C(C1N)/C(=N/S(=O)(=O)C)C(N)=c(c2N)c=1cc(c23)c(N)c(N)c(N)c3N,2.458279513
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2Cl)c1c(c23)ccc(Cl)c3Cl,3.003628623
Cc1c(C)c(C)cc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cc(C)c(C)c3C,2.0996768
CS(=O)(=O)/N=C\1c(cccc2)c2C(=N\S(=O)(=O)C)\c(c13)c(Cl)ccc3Cl,2.482269084
CS(=O)(=O)\N=C\1C=C(OC)C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)c(OC)c(OC)c3OC,2.381967863
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c1c23)c(C)c(C)c3cccc2C,2.481648664
Cc1cc(C)c(C)c2cc(C)c(c3c12)=CC(=N\S(=O)(=O)C)\C(\C=3C)=N\S(=O)(=O)C,2.864654561
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(N)c(N)c(N)c3N,2.264501692
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c3c(cc2N)cc(N)cc3,2.483509923
COc1c(OC)c(OC)cc(c12)c3c(cc(cc3)OC)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,2.371834338
COc1c(OC)c(OC)cc(c2OC)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.53541839
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(Cl)c(Cl)c(Cl)c3,3.016243828
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c2F)c1cc(c23)c(F)c(F)c(F)c3F,2.805507862
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2cc(N)c(c3c12)ccc(c3)N,2.341433762
COC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c(OC)c2OC)c1c(c23)ccc(OC)c3OC,2.50894714
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)cc3c(c2F)cc(F)c(F)c3,2.84376709
