Voltage,SMILES,smiles,Voltage_Binned
2.5,CC1=C(C)C=C2C(=C1)N=C1C(=O)NC(=O)N=C1N2C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,low
3.244144745,CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)ccc3F,CS(=O)(=O)/N=C1\C=c2c(c(F)cc3c(F)ccc(F)c23)=C(F)\C1=N\S(C)(=O)=O,medium
2.6,OC1=CC(SC2=CC=C(SC3=C(O)C(C=CC=C4)=C4C(O)=C3)C=C2)=C(O)C5=C1C=CC=C5,Oc1cc(Sc2ccc(Sc3cc(O)c4ccccc4c3O)cc2)c(O)c2ccccc12,low
2.818781871,c12c3c4c(=O)c(=O)c1cccc2c(=O)c(=O)c3ccc4,O=c1c(=O)c2cccc3c2-c2c1cccc2c(=O)c3=O,medium
2.5,NC1=C(N)C(=O)C2=C(NC3=C(N2)C(=O)C(N)=C(N)C3=O)C1=O,Nc1c(N)c(=O)c2[nH]c3c(=O)c(N)c(N)c(=O)c3[nH]c2c1=O,low
3.009583854,O=C1C(=O)C=CC(Cl)=C1,O=C1C=CC(Cl)=CC1=O,medium
2.032968885,COc1c(OC)cc(OC)c(c12)C(=O)c3c(C2=O)cccc3,COc1cc(OC)c2c(c1OC)C(=O)c1ccccc1C2=O,low
3.770054031,N#Cc1c(C#N)c(C#N)c(C#N)c(c12)cc(C#N)c3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(C#N)=Cc2c\1c(C#N)cc1c(C#N)c(C#N)c(C#N)c(C#N)c21,high
1.8,CCOC(C1=C(C2=CC3=C(C(O)=C(C3=O)C(OCC)=O)C=C2C1=O)O)=O,CCOC(=O)c1c(O)c2cc3c(=O)c(C(=O)OCC)c(O)c3cc2c1=O,very low
2.8,OC1=C(OC)C=C(O)C(OC)=C1,COc1cc(O)c(OC)cc1O,medium
2.554030988,CS(=O)(=O)\N=C(C1N)\C(=N/S(=O)(=O)C)C(N)=c(c=12)c(N)c(N)c3c2ccc(c3)N,CS(=O)(=O)/N=C1/C(N)=c2c(N)c(N)c3cc(N)ccc3c2=C(N)/C1=N\S(C)(=O)=O,low
1.58,O=C(O[Li])C(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2C(O[Li])=O,[Li]OC(=O)c1ccc(/N=N/c2ccc(C(=O)O[Li])cc2)cc1,very low
2.8,[H]C1=C(/C(NC1=C)=C2C(/C(C/2=O)=C3N/C(C([H])=C/3[H])=C4C(C(C/4=O)=C)=O)=O)[H],C=c1ccc(=c2c(=O)c(=c3ccc(=c4c(=O)c(=C)c4=O)[nH]3)c2=O)[nH]1,medium
2.75,CS(N([Li])C1=C(C=C(N([Li])S(=O)(C)=O)C(N([Li])S(=O)(C)=O)=C1)N([Li])S(=O)(C)=O)(=O)=O,[Li]N(c1cc(N([Li])S(C)(=O)=O)c(N([Li])S(C)(=O)=O)cc1N([Li])S(C)(=O)=O)S(C)(=O)=O,medium
2.414229699,CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c12)ccc(c2)N,CS(=O)(=O)/N=C1\C(N)=C/C(=N\S(C)(=O)=O)c2ccc(N)cc21,low
2.3,CC1=C(O)C(C)=C(C)C(O)=C1C,Cc1c(C)c(O)c(C)c(C)c1O,low
1.11,C12=CC=CC=C1N=C3C(C=CC=C3)=N2,c1ccc2nc3ccccc3nc2c1,very low
2.404096174,COc1c(OC)ccc(c1c23)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c2c(OC)c(OC)cc3OC,COc1cc(OC)c2c(c1OC)C(=N\S(C)(=O)=O)/C(=N\S(C)(=O)=O)c1ccc(OC)c(OC)c1-2,low
2.545965529,CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\c(c(Cl)ccc2)c2c(c13)cc(Cl)cc3Cl,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\c2c(Cl)cccc2-c2cc(Cl)cc(Cl)c2\1,low
2.6,OC1=C(OCCC)C=C(O)C(OCCC)=C1,CCCOc1cc(O)c(OCCC)cc1O,low
2.359018056,c1c(N)ccc(c12)C=CC(=O)C2=O,Nc1ccc2c(c1)C(=O)C(=O)C=C2,low
3.53390617,O=c1c(=O)ccc(c12)ccc(=O)c2=O,O=c1ccc2ccc(=O)c(=O)c=2c1=O,high
2.1,O=C1C(C(C(C1=O)=O)=O)=O,O=C1C(=O)C(=O)C(=O)C1=O,low
2.020469856,CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c12)c(N)c(N)c3c2cc(N)cc3,CS(=O)(=O)/N=C1\C(N)=C(N)/C(=N\S(C)(=O)=O)c2c1c(N)c(N)c1ccc(N)cc21,low
3.0,O=C1NC(N(C(N1Cl)=O)Cl)=O,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,medium
2.219211038,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c(c12)cc3c(c2N)cccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(N)c2cc3c(N)cccc3c(N)c2\1,low
3.2578,CC1=CC(=O)C2=C(C#N)C(=O)C(=O)C(C#N)=C12,Cc1cc(=O)c2c(C#N)c(=O)c(=O)c(C#N)c1-2,medium
1.49,O/C(O)=C/C=C/C=C/C=C/C=C(O)\O,OC(O)=C/C=C/C=C/C=C/C=C(O)O,very low
2.6,O=C(N1C)C2=CC(Br)=C3C4=C(Br)C=C5C(N(C)C(C6=C5C4=C(C(Br)=C6)C7=C3C2=C(C=C7Br)C1=O)=O)=O,CN1C(=O)c2cc(Br)c3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C)C5=O,low
2.146621907,COc1c(OC)ccc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cc(OC)cc3OC,COc1cc(OC)c2c(c1)/C(=N/S(C)(=O)=O)c1c(ccc(OC)c1OC)/C2=N\S(C)(=O)=O,low
2.344535861,CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)c(N)ccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2cc3c(N)ccc(N)c3c(N)c2\1,low
2.082393495,O=C1C(=O)C=C(N)c(c12)cccc2N,NC1=CC(=O)C(=O)c2c(N)cccc21,low
2.495223086,c1cc(C)cc(c12)C=CC(=O)C2=O,Cc1ccc2c(c1)C=CC(=O)C2=O,low
2.390243682,O=C1C=C(C)C(=O)c(c12)ccc(C)c2,CC1=CC(=O)c2cc(C)ccc2C1=O,low
2.305378945,COc1ccc(OC)c2ccc(c3c12)C(=O)C=CC3=O,COc1ccc(OC)c2c3c(ccc12)C(=O)C=CC3=O,low
3.8,C1=CC=C(N2C3=CC4=C(C=C3C3=C2C=CC=C3)N(C2=CC=CC=C2)C2=C4C=CC=C2)C=C1,c1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccccc2)cc1,high
3.2019,CC(C#N)C1=NC(=O)C2=NC(=O)C(=O)C(F)=C12,CC(C#N)c1nc(=O)c2nc(=O)c(=O)c(F)c1-2,medium
3.323564225,O=c1c(C)c(C)c(=O)c(c12)ccc(=O)c2=O,Cc1c(C)c(=O)c2c(=O)c(=O)ccc=2c1=O,medium
2.5,O=C1C=CC(C=C1C2=CC=C(C=C2)C(C(C=C3)=O)=CC3=O)=O,O=C1C=CC(=O)C(c2ccc(C3=CC(=O)C=CC3=O)cc2)=C1,low
3.0197,CC1=C(C#N)C(=O)C2=C1C(=O)C1=C2N=CS1,Cc1c(C#N)c(=O)c2c3ncsc3c(=O)c1=2,medium
2.1,O=C1C2=NC3=C(N=C2C(C4=NC5=C(N=C14)C6=C(C=CC=C6)C(C5=O)=O)=O)C7=C(C=CC=C7)C(C3=O)=O,O=c1c(=O)c2nc3c(=O)c4nc5c(nc4c(=O)c3nc2c2ccccc12)c(=O)c(=O)c1ccccc15,low
2.6,OC(C=C1CC(C=C2O)=C(O)C=C2CC3=C(O)C=C(C(O)=C3)CC4=C(O)C=C(C(O)=C4)C5)=C(C=C1O)CC6=CC(O)=C5C=C6O,Oc1cc2c(O)cc1Cc1cc(O)c(cc1O)Cc1cc(O)c(cc1O)Cc1cc(O)c(cc1O)Cc1cc(O)c(cc1O)C2,low
3.3,CS(/N=C1\C(C=CC=C1)=N\S(=O)(C)=O)(=O)=O,CS(=O)(=O)/N=C1/C=CC=C/C1=N\S(C)(=O)=O,medium
3.1,O=C1C=C2C3=CC(C(C=C3C4=CC(C(C=C4C2=CC1=O)=O)=O)=O)=O,O=c1cc2c3cc(=O)c(=O)cc3c3cc(=O)c(=O)cc3c2cc1=O,medium
2.73,OC1=C(O)C2=CC3=CC=CC=C3C=C2C=C1,Oc1ccc2cc3ccccc3cc2c1O,medium
2.94,OC1=C(C2=C(C3=C1N=CC=C3)C=CC=N2)O,Oc1c(O)c2ncccc2c2cccnc12,medium
2.433049103,CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c2cc(N)c(c3c12)cccc3,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(N)c2c\1cc(N)c1ccccc21,low
1.2,[Li]OC(C1=C(S/C(S1)=C2SC(C(O[Li])O[Li])=C(S/2)C(O[Li])O[Li])C(O[Li])O[Li])O[Li],[Li]OC(O[Li])C1=C(C(O[Li])O[Li])SC(=C2SC(C(O[Li])O[Li])=C(C(O[Li])O[Li])S2)S1,very low
2.096761114,Cc1c(C)ccc2C(=O)C(=O)c(c3c12)ccc(C)c3C,Cc1ccc2c(c1C)-c1c(ccc(C)c1C)C(=O)C2=O,low
3.247128491,COc1c(=O)c(=O)c(OC)c(c12)cc3c(c2)c(=O)ccc3=O,COc1c(=O)c(=O)c(OC)c2cc3c(=O)ccc(=O)c3cc12,medium
2.4,N#CC1=NC2=C(N=C1C#N)C1=C(N=C(C#N)C(C#N)=N1)C1=C2N=C(C#N)C(C#N)=N1,N#Cc1nc2c3nc(C#N)c(C#N)nc3c3nc(C#N)c(C#N)nc3c2nc1C#N,low
2.2,NC1=CC=CC=C1OSSOC2=CC=CC=C2N,Nc1ccccc1OSSOc1ccccc1N,low
3.2,CNC1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=C(C=C3)NC,CNc1ccc(Nc2ccc(Nc3ccc(NC)cc3)cc2)cc1,medium
4.1,C12=CC=CC=C1N(C3=CC=C(C=C3)N4C5=CC=CC=C5C6=C4C=CC=C6)C7=C2C=CC=C7,c1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3ccccc32)cc1,high
2.48,O=C1C2=C(C(C3=C1C=CO3)=O)C=CO2,O=C1c2ccoc2C(=O)c2ccoc21,low
2.4,O=N(C1=CC=CC(N(=O)=O)=C1)=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,low
3.353,BrC1=CN=C2C(=NC3=NC(=O)C1=C23)C(=O)C#N,N#CC(=O)C1=NC2=NC(=O)c3c(Br)cnc1c32,medium
2.83,OC1=C(O)C=CC2=CC=CC=C21,Oc1ccc2ccccc2c1O,medium
2.73,OC1=C(C2=C(C3=NC=CC=C13)N=CC=C2)O,Oc1c(O)c2cccnc2c2ncccc12,medium
3.663789448,Clc1c(=O)c(=O)c(Cl)c(c12)c(Cl)cc(=O)c2=O,O=c1cc(Cl)c2c(Cl)c(=O)c(=O)c(Cl)c-2c1=O,high
2.2,CC1=CC(O)=C(C=C1O)NC,CNc1cc(O)c(C)cc1O,low
2.412988859,CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cc(OC)c(c3)OC,COC1=C(OC)/C(=N\S(C)(=O)=O)c2cc3cc(OC)c(OC)cc3cc2/C1=N/S(C)(=O)=O,low
3.318966587,c1c(=O)c(=O)cc(c(c2)N)c1c(c23)cc(N)c4c3cc(=O)c(=O)c4,Nc1cc2c3cc(=O)c(=O)cc3c(N)cc2c2cc(=O)c(=O)cc12,medium
2.530661837,Cc1cc(C)cc2c(C)c(C)c(c3c12)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,Cc1cc(C)c2c3c(c(C)c(C)c2c1)/C(=N/S(C)(=O)=O)C=C/C3=N\S(C)(=O)=O,low
2.8689975,CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(F)c(F)c3,CS(=O)(=O)/N=C1\C(F)=C(F)/C(=N\S(C)(=O)=O)c2c1ccc1cc(F)c(F)cc21,medium
2.827429366,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2ccc(c3c12)cccc3,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2ccc3ccccc3c2\1,medium
3.046173391,O=c1cc(Cl)c(=O)c(c1c23)c(Cl)c(Cl)c2c(=O)c(Cl)cc3=O,O=c1c(Cl)cc(=O)c2c1c(Cl)c(Cl)c1c(=O)c(Cl)cc(=O)c12,medium
3.749420458,O=c1c(Cl)c(Cl)c(=O)c(c12)cc3c(c2)c(Cl)c4c(c3Cl)cc(=O)c(=O)c4,O=c1cc2c(Cl)c3cc4c(=O)c(Cl)c(Cl)c(=O)c4cc3c(Cl)c2cc1=O,high
2.7,OC1=CC=C(C=C1C2=CC(C3=C(C=CC(O)=C3)O)=CC=C2)O,Oc1ccc(O)c(-c2cccc(-c3cc(O)ccc3O)c2)c1,low
2.542656622,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2)c1cc(c23)ccc(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2cc3c(N)c(N)ccc3cc2\1,low
2.661695901,CC1=CC(C)=CC(=O)C1=O,CC1=CC(=O)C(=O)C(C)=C1,low
2.368939045,CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c2c1cc(N)c(c23)c(N)ccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=Cc2cc(N)c3c(N)ccc(N)c3c2\1,low
2.05,CC(C(C(O[Li])=C1SC)=O)=C(O[Li])C1=O,[Li]OC1=C(C)C(=O)C(O[Li])=C(SC)C1=O,low
2.378749587,COc1cccc(c12)C(=O)C=CC2=O,COc1cccc2c1C(=O)C=CC2=O,low
2.300972875,c1cccc(c1c23)C(=O)C(=O)c2cccc3N,Nc1cccc2c1-c1ccccc1C(=O)C2=O,low
3.558810044,O=c1c(=O)ccc(c12)c(=O)c(=O)cc2N,Nc1cc(=O)c(=O)c2ccc(=O)c(=O)c1=2,high
2.72,O=C(C(SC)=C1SC)C(Cl)=C(C1=O)SC,CSC1=C(Cl)C(=O)C(SC)=C(SC)C1=O,medium
2.799303663,COC1/C(=N\S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=c(c=12)cccc2OC,COC1=c2c(OC)cccc2=CC(=N\S(C)(=O)=O)/C1=N/S(C)(=O)=O,medium
2.463036066,CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=C(C)c(c2)c1cc(c23)cc(C)cc3C,CC1=C(C)c2cc3c(C)cc(C)cc3cc2C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
0.8,O/C(O[Li])=C(C=C/1)/C=CC1=C(O)\O[Li],[Li]OC(O)=c1ccc(=C(O)O[Li])cc1,very low
3.06,OC1=C(O)C=C2C3=CC(O)=C(O)C=C3C=CC2=C1,Oc1cc2ccc3cc(O)c(O)cc3c2cc1O,medium
2.7,O=C1C=CC(C(C2=C3C=CC=CC3=C(C(C(C=C4)=O)=CC4=O)C5=C2C=CC=C5)=C1)=O,O=C1C=CC(=O)C(c2c3ccccc3c(C3=CC(=O)C=CC3=O)c3ccccc23)=C1,low
3.34,OC1=CC2=CC=CC=C2C=C1O,Oc1cc2ccccc2cc1O,medium
2.4,[Li]OC1=CC(O[Li])=C(C2=CC=CC=C12)O[Li],[Li]Oc1cc(O[Li])c2ccccc2c1O[Li],low
4.2,C12=CC=CC=C1OC(C=CC=C3)=C3O2,c1ccc2c(c1)Oc1ccccc1O2,high
3.1852,CCC1=NC(=O)C2=C(NC(=O)C2=O)C(=N)C1=O,CCc1nc(=O)c2c(=O)c(=O)[nH]c=2c(=N)c1=O,medium
3.74792572,N#Cc1c(C#N)cc(C#N)c(c12)cc=3c(c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,CS(=O)(=O)/N=C1/C=c2cc3c(C#N)c(C#N)cc(C#N)c3cc2=C/C1=N\S(C)(=O)=O,high
2.9,O=C(C1=CC=C(C(O[Li])=C1O[Li])C(O[Li])=O)O[Li],[Li]OC(=O)c1ccc(C(=O)O[Li])c(O[Li])c1O[Li],medium
2.3,[Li]SC1=CC=CC=C1S[Li],[Li]Sc1ccccc1S[Li],low
3.26,O=C(C1=CC=C(N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52)C=C1)OC,COC(=O)c1ccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)cc1,medium
2.9,OC1=C(O)C(C=CC=C2)=C2C3=C1C=CC=C3,Oc1c(O)c2ccccc2c2ccccc12,medium
2.326336877,CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)c(N)c2ccc(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(N)c2c\1c(N)c(N)c1ccc(N)c(N)c21,low
1.6,CN(C1=CC=C(C=C1)/N=N/C2=C(C=CC=C2)C(O)=O)C,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,very low
3.2,CCS(=O)(C(S(=O)(CC)=O)([Li])C1=CC=C(C=C1)C(S(=O)(CC)=O)([Li])S(=O)(CC)=O)=O,[Li]C(c1ccc(C([Li])(S(=O)(=O)CC)S(=O)(=O)CC)cc1)(S(=O)(=O)CC)S(=O)(=O)CC,medium
3.655935149,O=c1c(Cl)cc(=O)c(c12)c(=O)c(Cl)c(Cl)c2=O,O=c1cc(Cl)c(=O)c2c(=O)c(Cl)c(Cl)c(=O)c1=2,high
2.894,CC1=C2C(=NC(=N)C1=O)C(=O)C(=O)C=CC2=N,Cc1c2c(=N)ccc(=O)c(=O)c-2nc(=N)c1=O,medium
2.482579581,Clc1c(Cl)cc(Cl)c(c12)C(=O)c3c(C2=O)cccc3,O=C1c2ccccc2C(=O)c2c(Cl)c(Cl)cc(Cl)c21,low
3.429693039,O=c1c(=O)cc(N)c(c12)c(=O)c(=O)cc2N,Nc1cc(=O)c(=O)c2c(N)cc(=O)c(=O)c1=2,medium
3.1,CS(/N=C1C(N([Li])S(=O)(C)=O)=C/C(C=C/1)=N/S(=O)(C)=O)(=O)=O,[Li]N(C1=C/C(=N/S(C)(=O)=O)C=C/C1=N\S(C)(=O)=O)S(C)(=O)=O,medium
2.472549172,COc1c(OC)cc(OC)c2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,COC1=C/C(=N\S(C)(=O)=O)c2c(c(OC)cc3c(OC)cc(OC)c(OC)c23)/C1=N/S(C)(=O)=O,low
2.328198137,CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2ccc(c3)N,CS(=O)(=O)/N=C1\C(N)=C/C(=N\S(C)(=O)=O)c2c1c(N)cc1cc(N)ccc21,low
3.305979931,CS(=O)(=O)\N=C(\C1Cl)/C(=N/S(=O)(=O)C)C=c(c=12)c3c(cc2Cl)cc(Cl)c(Cl)c3,CS(=O)(=O)/N=C1\C=c2c(c(Cl)cc3cc(Cl)c(Cl)cc23)=C(Cl)\C1=N\S(C)(=O)=O,medium
1.65,O=C1C2=C(C(C3=C(C=CC(/N=C/C4=CC=C(C)C=C4)=C13)/N=C/C5=CC=C(C)C=C5)=O)C=CC=C2,Cc1ccc(/C=N/c2ccc(/N=C/c3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,very low
3.155424697,CS(=O)(=O)/N=C(\C=1C)/C(=N\S(=O)(=O)C)C=c(c12)cc3c(c2)ccc(C)c3,CC1=c2cc3ccc(C)cc3cc2=CC(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,medium
1.79,O=C(C1=CC2=C(C(C3=C(C2=O)C=CC(C(O[Li])=O)=C3)=O)C=C1)O[Li],[Li]OC(=O)c1ccc2c(c1)C(=O)c1ccc(C(=O)O[Li])cc1C2=O,very low
4.1,SC1=C(N(C2=CC=CC=C2N3C4=CC=CC=C4)C5=CC=CC=C5)C3=CC=C1,Sc1cccc2c1N(c1ccccc1)c1ccccc1N2c1ccccc1,high
2.790410977,CS(=O)(=O)\N=C\1C=C(F)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2F)ccc(F)c3F,CS(=O)(=O)/N=C1\C(F)=C/C(=N\S(C)(=O)=O)c2c1cc1c(F)c(F)ccc1c2F,medium
3.65,CC1(C)C=C(C(CC)OC)C(C)(C)N1[O],CCC(OC)C1=CC(C)(C)N([O])C1(C)C,high
2.82,O=C1C=CC(C2=C1)=CC=CC2=O,O=C1C=CC2=CC=CC(=O)C2=C1,medium
2.367284592,CS(=O)(=O)\N=C\1C=C(C)/C(=N\S(=O)(=O)C)c(c2C)c1c(C)c(c23)cccc3C,CC1=C/C(=N\S(C)(=O)=O)c2c(c(C)c3c(C)cccc3c2C)/C1=N/S(C)(=O)=O,low
2.964756882,O=C1C(Cl)=CC(=O)C=C1,O=C1C=CC(=O)C(Cl)=C1,medium
2.4,OC1=CC(O[Li])=C(C2=CC=CC=C12)O,[Li]Oc1cc(O)c2ccccc2c1O,low
3.396354432,N#Cc1c(C#N)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(C#N)c2c\1ccc1ccc(C#N)c(C#N)c21,medium
2.8,[H]C1=C(/C(NC1=C)=C2C(O)=C(C3=C([H])C([H])=C(C4=C(O)C(C4=O)=C)N3)C/2=O)[H],C=C1C(=O)C(c2ccc(C3=C(O)/C(=c4/ccc(=C)[nH]4)C3=O)[nH]2)=C1O,medium
2.86,[Li]OC1=CC2=CC3=C(O[Li])C=CC=C3C=C2C=C1,[Li]Oc1ccc2cc3cccc(O[Li])c3cc2c1,medium
2.86,O=C1C=CC2=CC(C3=CC2=C1)=CC=CC3=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,medium
2.383208703,COc1c(OC)ccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cc(OC)c(c3)OC,COc1cc2c(cc1OC)-c1c(ccc(OC)c1OC)C(=N/S(C)(=O)=O)/C2=N/S(C)(=O)=O,low
3.301636991,N#Cc(c1)cc(C#N)c(c1c23)ccc2/C(=N/S(=O)(=O)C)C=C(C#N)/C3=N\S(=O)(=O)C,CS(=O)(=O)/N=C1\C(C#N)=C/C(=N\S(C)(=O)=O)c2ccc3c(C#N)cc(C#N)cc3c21,medium
4.05,O=C(OCC1=CC=C2SC3=C(SC2=C1)C=CC=C3)C4C(C=C)CC(C=C)C4,C=CC1CC(C=C)C(C(=O)OCc2ccc3c(c2)Sc2ccccc2S3)C1,high
3.508443631,N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c12)cccc2C#N,CS(=O)(=O)/N=C1\C(C#N)=C(C#N)c2c(C#N)cccc2\C1=N/S(C)(=O)=O,high
2.8,[H]C1=C([H])/C(NC1=C)=C2C(O)=C(C/2=O)C3NC(C([H])=C3[H])C4=C(C(C4=O)=C)O,C=C1C(=O)C(C2C=CC(C3=C(O)/C(=c4/ccc(=C)[nH]4)C3=O)N2)=C1O,medium
2.270499084,COc1ccc(OC)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(OC)cc3OC,COc1cc(OC)c2c(c1)-c1c(OC)ccc(OC)c1C(=N/S(C)(=O)=O)/C2=N/S(C)(=O)=O,low
1.7,O=C1C(O[Li])=C(C(O[Li])=C1O[Li])O[Li],[Li]OC1=C(O[Li])C(O[Li])=C(O[Li])C1=O,very low
2.277026843,c1cccc(c2)c1cc(c23)C(=O)c4c(C3=O)cc(Cl)cc4,O=C1c2ccc(Cl)cc2C(=O)c2cc3ccccc3cc21,low
2.3,O=C1N(C(O[Li])=C2C=CC3=C4C2=C1C=CC4=C(O[Li])N(C3=O)C(O[Na])=O)C(O[Na])=O,[Li]Oc1c2ccc3c(=O)n(C(=O)O[Na])c(O[Li])c4ccc(c(=O)n1C(=O)O[Na])c2c43,low
2.208250286,CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cc(N)c(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=C(N)c2c\1c(N)cc1c(N)c(N)c(N)cc21,low
2.562846681,CC1=C(C)C(=O)C(=O)C=C1C,CC1=CC(=O)C(=O)C(C)=C1C,low
2.2523001,CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)c(N)c2ccc(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=C(N)c2c\1c(N)c(N)c1ccc(N)c(N)c21,low
2.156135012,COc1c(OC)c(OC)c(OC)c(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cc(OC)c(c3)OC,COc1cc2c(cc1OC)/C(=N/S(C)(=O)=O)c1c(OC)c(OC)c(OC)c(OC)c1/C2=N\S(C)(=O)=O,low
2.633858351,CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cccc3N,CS(=O)(=O)/N=C1\C=C/C(=N\S(C)(=O)=O)c2c1c(N)cc1c(N)cccc21,low
3.016243828,CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(Cl)c(Cl)c(Cl)c3,CS(=O)(=O)/N=C1\C(Cl)=C(Cl)c2c(ccc3c(Cl)c(Cl)c(Cl)cc23)\C1=N\S(C)(=O)=O,medium
2.43,CN1C(O)=C2C=CC3=C4C(Br)=CC5=C(O)N(C)C(O)=C(C=C6)C5=C4C6=C7C3=C2C(C=C7Br)=C1O,CN1C(O)=c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)=C1O)c64)=C(O)N(C)C=5O,low
2.774486866,CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2N)c=1c(c23)ccc(N)c3N,CS(=O)(=O)/N=C1/C=c2cc(N)c3c(N)c(N)ccc3c2=C/C1=N\S(C)(=O)=O,medium
3.026633428,O=C1C(=O)C=CC=C1Cl,O=C1C=CC=C(Cl)C1=O,medium
2.450834474,Cc1c(C)cc(C)c2cc(C)c(c3c12)/C(=N/S(=O)(=O)C)C=C(C)/C3=N\S(=O)(=O)C,CC1=C/C(=N\S(C)(=O)=O)c2c(C)cc3c(C)cc(C)c(C)c3c2/C1=N/S(C)(=O)=O,low
2.438219269,COC(=C1)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)cc(OC)cc3OC,COC1=Cc2cc3cc(OC)cc(OC)c3c(OC)c2C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
